volume,underlying_price,underlying_index,quote_currency,open_interest,mid_price,mark_price,low,last,interest_rate,instrument_name,high,estimated_delivery_price,creation_timestamp,bid_price,base_currency,ask_price,maturity,strike,type
23.2,10689.81,BTC-27MAR20,USD,1900.9,0.26425,0.26282598,0.227,0.2595,0.0,BTC-27MAR20-8000-C,0.275,10329.03,1581505142175,0.2585,BTC,0.27,27MAR20,8000,C
7.0,10689.81,BTC-27MAR20,USD,2158.9,,0.00011941,0.001,0.001,0.0,BTC-27MAR20-5000-P,0.001,10329.03,1581505142175,,BTC,0.001,27MAR20,5000,P
57.0,10459.572242996652,SYN.BTC-28FEB20,USD,377.2,0.00525,0.00517007,0.007,0.009,0.0,BTC-28FEB20-8500-P,0.01,10329.03,1581505142175,0.004,BTC,0.0065,28FEB20,8500,P
200.0,10344.453364923247,SYN.BTC-14FEB20,USD,400.0,,0.22664879,0.2275,0.2275,0.0,BTC-14FEB20-8000-C,0.2275,10329.03,1581505142175,,BTC,0.2215,14FEB20,8000,C
62.2,10689.81,BTC-27MAR20,USD,2435.6,0.123,0.12180002,0.094,0.1085,0.0,BTC-27MAR20-10000-C,0.1085,10329.03,1581505142175,0.108,BTC,0.138,27MAR20,10000,C
36.8,10689.81,BTC-27MAR20,USD,2346.2,0.00125,0.00108427,0.001,0.002,0.0,BTC-27MAR20-6000-P,0.003,10329.03,1581505142175,0.0005,BTC,0.002,27MAR20,6000,P
0.0,10344.453364923247,SYN.BTC-14FEB20,USD,0.0,,1e-08,,,0.0,BTC-14FEB20-8000-P,,10329.03,1581505142175,,BTC,,14FEB20,8000,P
0.0,10459.572242996652,SYN.BTC-28FEB20,USD,801.0,,5.88e-06,,0.001,0.0,BTC-28FEB20-6000-P,,10329.03,1581505142175,,BTC,0.001,28FEB20,6000,P
5.0,10336.230587999578,SYN.BTC-13FEB20,USD,5.0,,0.02589703,0.0295,0.0295,0.0,BTC-13FEB20-10125-C,0.0295,10329.03,1581505142175,,BTC,0.0315,13FEB20,10125,C
37.0,9991.518287389597,SYN.BTC-25SEP20,USD,661.4,0.37025,0.37520502,0.389,0.3895,0.0,BTC-25SEP20-7000-C,0.3895,10329.03,1581505142175,0.351,BTC,0.3895,25SEP20,7000,C
0.0,10344.453364923247,SYN.BTC-14FEB20,USD,294.1,,0.10619125,,0.088,0.0,BTC-14FEB20-9250-C,,10329.03,1581505142175,,BTC,0.129,14FEB20,9250,C
0.0,9991.518287389597,SYN.BTC-25SEP20,USD,114.8,0.23075,0.28847471,,0.245,0.0,BTC-25SEP20-11000-P,,10329.03,1581505142175,0.194,BTC,0.2675,25SEP20,11000,P
47.5,9991.518287389597,SYN.BTC-25SEP20,USD,318.8,0.44125,0.44464187,0.4605,0.462,0.0,BTC-25SEP20-6000-C,0.462,10329.03,1581505142175,0.4205,BTC,0.462,25SEP20,6000,C
39.6,10344.453364923247,SYN.BTC-14FEB20,USD,40.2,0.01425,0.01426087,0.011,0.0125,0.0,BTC-14FEB20-10250-P,0.035,10329.03,1581505142175,0.012,BTC,0.0165,14FEB20,10250,P
0.0,10459.572242996652,SYN.BTC-28FEB20,USD,0.0,,0.25286629,,,0.0,BTC-28FEB20-13000-P,,10329.03,1581505142175,,BTC,,28FEB20,13000,P
0.0,10459.572242996652,SYN.BTC-28FEB20,USD,0.0,0.377,0.37860744,,,0.0,BTC-28FEB20-6500-C,,10329.03,1581505142175,0.3725,BTC,0.3815,28FEB20,6500,C
0.0,10344.453364923247,SYN.BTC-14FEB20,USD,0.0,,0.00211187,,,0.0,BTC-14FEB20-11250-C,,10329.03,1581505142175,,BTC,0.0065,14FEB20,11250,C
54.0,9991.518287389597,SYN.BTC-25SEP20,USD,510.0,0.11975,0.12075104,0.13,0.1315,0.0,BTC-25SEP20-14000-C,0.1315,10329.03,1581505142175,0.108,BTC,0.1315,25SEP20,14000,C
0.0,10402.01280395995,SYN.BTC-21FEB20,USD,0.0,0.07125,0.13595343,,,0.0,BTC-21FEB20-11750-P,,10329.03,1581505142175,0.0015,BTC,0.141,21FEB20,11750,P
19.6,10459.572242996652,SYN.BTC-28FEB20,USD,234.6,0.0785,0.07399886,0.0505,0.0835,0.0,BTC-28FEB20-10000-C,0.0835,10329.03,1581505142175,0.0725,BTC,0.0845,28FEB20,10000,C
19.8,10845.481500000002,BTC-26JUN20,USD,159.3,0.04325,0.04499592,0.042,0.0455,0.0,BTC-26JUN20-8000-P,0.05,10329.03,1581505142175,0.0415,BTC,0.045,26JUN20,8000,P
904.2,10689.81,BTC-27MAR20,USD,16912.4,0.05775,0.05726859,0.0535,0.055,0.0,BTC-27MAR20-10000-P,0.0755,10329.03,1581505142175,0.055,BTC,0.0605,27MAR20,10000,P
21.0,10689.81,BTC-27MAR20,USD,2106.6,0.00525,0.00518043,0.005,0.0065,0.0,BTC-27MAR20-7000-P,0.0065,10329.03,1581505142175,0.005,BTC,0.0055,27MAR20,7000,P
0.0,10402.01280395995,SYN.BTC-21FEB20,USD,0.0,,0.06632057,,,0.0,BTC-21FEB20-11000-P,,10329.03,1581505142175,0.0015,BTC,,21FEB20,11000,P
4.0,10845.481500000002,BTC-26JUN20,USD,137.6,0.02825,0.0280033,0.028,0.028,0.0,BTC-26JUN20-7000-P,0.028,10329.03,1581505142175,0.023,BTC,0.0335,26JUN20,7000,P
7.0,9991.518287389597,SYN.BTC-25SEP20,USD,443.8,0.245,0.26650372,0.279,0.279,0.0,BTC-25SEP20-9000-C,0.279,10329.03,1581505142175,0.211,BTC,0.279,25SEP20,9000,C
93.0,10459.572242996652,SYN.BTC-28FEB20,USD,239.0,0.0315,0.03168374,0.019,0.0305,0.0,BTC-28FEB20-11000-C,0.0305,10329.03,1581505142175,0.0305,BTC,0.0325,28FEB20,11000,C
0.0,10459.572242996652,SYN.BTC-28FEB20,USD,70.4,,0.00021196,,0.0185,0.0,BTC-28FEB20-7000-P,,10329.03,1581505142175,,BTC,0.0005,28FEB20,7000,P
0.0,10459.572242996652,SYN.BTC-28FEB20,USD,574.1,0.42825,0.42637396,,0.4325,0.0,BTC-28FEB20-6000-C,,10329.03,1581505142175,0.42,BTC,0.4365,28FEB20,6000,C
0.0,10344.453364923247,SYN.BTC-14FEB20,USD,0.0,,0.06789823,,,0.0,BTC-14FEB20-11000-P,,10329.03,1581505142175,,BTC,,14FEB20,11000,P
12.8,10336.230587999578,SYN.BTC-13FEB20,USD,12.8,,0.00028331,0.004,0.005,0.0,BTC-13FEB20-9625-P,0.005,10329.03,1581505142175,,BTC,,13FEB20,9625,P
90.8,10402.01280395995,SYN.BTC-21FEB20,USD,109.0,0.009,0.00867391,0.007,0.0085,0.0,BTC-21FEB20-9500-P,0.019,10329.03,1581505142175,0.008,BTC,0.01,21FEB20,9500,P
16.5,9991.518287389597,SYN.BTC-25SEP20,USD,157.9,0.61275,0.6087018,0.6205,0.6215,0.0,BTC-25SEP20-4000-C,0.6215,10329.03,1581505142175,0.604,BTC,0.6215,25SEP20,4000,C
70.0,9991.518287389597,SYN.BTC-25SEP20,USD,635.3,0.13875,0.13984914,0.15,0.153,0.0,BTC-25SEP20-13000-C,0.153,10329.03,1581505142175,0.1245,BTC,0.153,25SEP20,13000,C
5.0,10689.81,BTC-27MAR20,USD,1883.8,0.51075,0.50983806,0.569,0.569,0.0,BTC-27MAR20-16000-P,0.5715,10329.03,1581505142175,0.493,BTC,0.5285,27MAR20,16000,P
0.0,10402.01280395995,SYN.BTC-21FEB20,USD,0.0,,0.18480867,,,0.0,BTC-21FEB20-8500-C,,10329.03,1581505142175,,BTC,,21FEB20,8500,C
68.0,9991.518287389597,SYN.BTC-25SEP20,USD,362.5,0.22125,0.22422784,0.24,0.244,0.0,BTC-25SEP20-10000-C,0.244,10329.03,1581505142175,0.1985,BTC,0.244,25SEP20,10000,C
0.0,10344.453364923247,SYN.BTC-14FEB20,USD,37.3,,0.0003786,,0.0035,0.0,BTC-14FEB20-9250-P,,10329.03,1581505142175,,BTC,0.008,14FEB20,9250,P
0.0,10845.481500000002,BTC-26JUN20,USD,60.0,0.001,0.00093978,,0.0035,0.0,BTC-26JUN20-4000-P,,10329.03,1581505142175,0.0005,BTC,0.0015,26JUN20,4000,P
26.8,9991.518287389597,SYN.BTC-25SEP20,USD,755.9,0.08075,0.08878771,0.0845,0.0845,0.0,BTC-25SEP20-17000-C,0.0885,10329.03,1581505142175,0.073,BTC,0.0885,25SEP20,17000,C
162.0,10689.81,BTC-27MAR20,USD,2490.7,0.01325,0.01308834,0.012,0.0125,0.0,BTC-27MAR20-16000-C,0.015,10329.03,1581505142175,0.0105,BTC,0.016,27MAR20,16000,C
32.0,10336.230587999578,SYN.BTC-13FEB20,USD,8.0,0.003,0.0029203,0.0015,0.0165,0.0,BTC-13FEB20-10750-C,0.0165,10329.03,1581505142175,0.002,BTC,0.004,13FEB20,10750,C
21.6,10402.01280395995,SYN.BTC-21FEB20,USD,21.6,0.031,0.03341343,0.0325,0.0325,0.0,BTC-21FEB20-10500-P,0.034,10329.03,1581505142175,0.0265,BTC,0.0355,21FEB20,10500,P
49.5,9991.518287389597,SYN.BTC-25SEP20,USD,294.4,0.5235,0.52247054,0.5405,0.5425,0.0,BTC-25SEP20-5000-C,0.5425,10329.03,1581505142175,0.5045,BTC,0.5425,25SEP20,5000,C
0.3,10459.572242996652,SYN.BTC-28FEB20,USD,115.8,0.1105,0.10965484,0.0795,0.0795,0.0,BTC-28FEB20-9500-C,0.081,10329.03,1581505142175,0.101,BTC,0.12,28FEB20,9500,C
1.0,10344.58832598469,SYN.BTC-14FEB20,USD,45.0,0.0265,0.02340527,0.03,0.03,0.0,BTC-14FEB20-10250-C,0.03,10329.03,1581505142175,0.024,BTC,0.029,14FEB20,10250,C
6.0,10459.572242996652,SYN.BTC-28FEB20,USD,11.2,0.0865,0.08334227,0.0695,0.0695,0.0,BTC-28FEB20-11000-P,0.1015,10329.03,1581505142175,0.075,BTC,0.098,28FEB20,11000,P
141.2,10689.81,BTC-27MAR20,USD,3659.4,0.04825,0.04873094,0.0335,0.0495,0.0,BTC-27MAR20-12000-C,0.0495,10329.03,1581505142175,0.0455,BTC,0.051,27MAR20,12000,C
11.4,10689.81,BTC-27MAR20,USD,1114.3,0.69475,0.6920687,0.685,0.685,0.0,BTC-27MAR20-18000-P,0.7615,10329.03,1581505142175,0.6775,BTC,0.712,27MAR20,18000,P
1.8,10845.481500000002,BTC-26JUN20,USD,182.1,0.1185,0.1183053,0.124,0.124,0.0,BTC-26JUN20-10000-P,0.124,10329.03,1581505142175,0.115,BTC,0.122,26JUN20,10000,P
0.1,10336.230587999578,SYN.BTC-13FEB20,USD,0.1,,0.00158323,0.0015,0.0015,0.0,BTC-13FEB20-10875-C,0.0015,10329.03,1581505142175,,BTC,0.003,13FEB20,10875,C
0.0,10344.453364923247,SYN.BTC-14FEB20,USD,0.0,,0.25081601,,,0.0,BTC-14FEB20-7750-C,,10329.03,1581505142175,,BTC,0.243,14FEB20,7750,C
0.0,10845.481500000002,BTC-26JUN20,USD,263.7,0.72275,0.72348337,,0.694,0.0,BTC-26JUN20-3000-C,,10329.03,1581505142175,0.7175,BTC,0.728,26JUN20,3000,C
4.4,10336.230587999578,SYN.BTC-13FEB20,USD,4.4,,0.08103954,0.043,0.043,0.0,BTC-13FEB20-9500-C,0.043,10329.03,1581505142175,,BTC,0.1,13FEB20,9500,C
11.0,9991.518287389597,SYN.BTC-25SEP20,USD,236.7,0.285,0.31651545,0.328,0.3285,0.0,BTC-25SEP20-8000-C,0.3285,10329.03,1581505142175,0.2415,BTC,0.3285,25SEP20,8000,C
18.1,10459.572242996652,SYN.BTC-28FEB20,USD,75.0,0.02975,0.03005207,0.0415,0.0415,0.0,BTC-28FEB20-10000-P,0.0495,10329.03,1581505142175,0.0275,BTC,0.032,28FEB20,10000,P
